coordinates	refseqid	gene	circn	hallm	biom_desc	run_hal01_test1a	run_697_r_test1a	run_hal01_r_test1a	run_hal01_r_test1c	run_hal01_test1c	run_hal01_test1d	run_hal01_test1b	run_697_r_test1c	run_hal01_r_test1b	run_697_test1c	run_697_r_test1b	run_697_test1e	run_697_r_test1d	run_hal01_r_test1d	run_697_test1a	run_697_test1d	
chr1:41474330-41474562	NM_001905	CTPS1	unknown	_UV_RESPONSE_DN	CTP_synthase_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:41474465-41494384	NM_001905	CTPS1	unknown	_UV_RESPONSE_DN	CTP_synthase_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:41512078-41514562	NM_001172222	SCMH1	hsa_circ_0007576	_UV_RESPONSE_DN	Scm_polycomb_group_protein_homolog_1_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr1:41536266-41617356	NM_001172222	SCMH1	unknown	_UV_RESPONSE_DN	Scm_polycomb_group_protein_homolog_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:41578954-41618413	NM_001172222	SCMH1	hsa_circ_0011946	_UV_RESPONSE_DN	Scm_polycomb_group_protein_homolog_1_	0	0	6	6	0	0	0	0	6	0	0	0	0	6	0	0
chr1:41582593-41608784	NM_001172222	SCMH1	unknown	_UV_RESPONSE_DN	Scm_polycomb_group_protein_homolog_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:41608549-41617356	NM_001172222	SCMH1	unknown	_UV_RESPONSE_DN	Scm_polycomb_group_protein_homolog_1_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr1:41608549-41651922	NM_001172222	SCMH1	unknown	_UV_RESPONSE_DN	Scm_polycomb_group_protein_homolog_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:20820403-20822406	NM_001042618	PARP2	unknown	_UV_RESPONSE_UP	poly(ADP-ribose)_polymerase_2_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr14:20863608-20864108	NM_007110	TEP1	hsa_circ_0031113	_UV_RESPONSE_UP	telomerase_associated_protein_1_	0	0	7	7	0	0	0	0	7	0	0	0	0	7	0	0
chr14:20863608-20864889	NM_007110	TEP1	hsa_circ_0031114	_UV_RESPONSE_UP	telomerase_associated_protein_1_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr14:20871535-20874559	NM_007110	TEP1	hsa_circ_0005721	_UV_RESPONSE_UP	telomerase_associated_protein_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:21883732-21897494	NM_001170629	CHD8	hsa_circ_0031194	_UV_RESPONSE_UP	chromodomain_helicase_DNA_binding_protein_8_	2	0	4	4	2	2	2	0	4	0	0	0	0	4	0	0
chr14:23416379-23417222	NM_001166269	HAUS4	hsa_circ_0031255	_UV_RESPONSE_UP	HAUS_augmin_like_complex_subunit_4_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:23502576-23502883	NM_001144932	PSMB5	hsa_circ_0008758	_MTORC1_SIGNALING	proteasome_subunit_beta_5_	0	0	8	8	0	0	0	0	8	0	0	0	0	8	0	0
chr14:24656605-24656785	NM_024658	IPO4	unknown	_MYC_TARGETS_V2	importin_4_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:24735635-24737825	NM_004581	RABGGTA	hsa_circ_0007750	_MYC_TARGETS_V2	Rab_geranylgeranyltransferase_subunit_alpha_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr1:42693553-42776781	NM_001198851	FOXJ3	hsa_circ_0011958	_MYC_TARGETS_V2	forkhead_box_J3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:42776720-42789498	NM_001198851	FOXJ3	unknown	_MYC_TARGETS_V2	forkhead_box_J3_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:31103152-31107453	NM_016106	SCFD1	hsa_circ_0002068	_MYC_TARGETS_V2	sec1_family_domain_containing_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:31175028-31204064	NM_016106	SCFD1	unknown	_MYC_TARGETS_V2	sec1_family_domain_containing_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:31404368-31420150	NM_001083893	STRN3	unknown	_MYC_TARGETS_V2	striatin_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:31582309-31583546	NM_015382	HECTD1	unknown	_MYC_TARGETS_V2	HECT_domain_E3_ubiquitin_protein_ligase_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:31637503-31638674	NM_015382	HECTD1	unknown	_MYC_TARGETS_V2	HECT_domain_E3_ubiquitin_protein_ligase_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:31827842-31833504	NM_015473	HEATR5A	unknown	_MYC_TARGETS_V2	HEAT_repeat_containing_5A_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:31833394-31856581	NM_015473	HEATR5A	hsa_circ_0031568	_MYC_TARGETS_V2	HEAT_repeat_containing_5A_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr1:43239233-43241193	NM_024097	C1orf50	unknown	_MYC_TARGETS_V2	chromosome_1_open_reading_frame_50_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:34993902-35005481	NM_018453	EAPP	unknown	_MYC_TARGETS_V2	E2F_associated_phosphoprotein_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:35227909-35231429	NM_013448	BAZ1A	hsa_circ_0031615	_MYC_TARGETS_V2	bromodomain_adjacent_to_zinc_finger_domain_1A_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:35227909-35240865	NM_013448	BAZ1A	unknown	_MYC_TARGETS_V2	bromodomain_adjacent_to_zinc_finger_domain_1A_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:35245124-35249516	NM_013448	BAZ1A	unknown	_MYC_TARGETS_V2	bromodomain_adjacent_to_zinc_finger_domain_1A_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:35261980-35264971	NM_013448	BAZ1A	hsa_circ_0004047	_MYC_TARGETS_V2	bromodomain_adjacent_to_zinc_finger_domain_1A_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:35295218-35331528	NM_013448	BAZ1A	hsa_circ_0031641	_MYC_TARGETS_V2	bromodomain_adjacent_to_zinc_finger_domain_1A_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr14:35476488-35478037	NM_001146282	SRP54	hsa_circ_0031644	_MYC_TARGETS_V2	signal_recognition_particle_54_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:35487897-35488280	NM_001146282	SRP54	hsa_circ_0031647	_MYC_TARGETS_V2	signal_recognition_particle_54_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr14:35595940-35649983	NM_001256678	KIAA0391	unknown	_MYC_TARGETS_V2	KIAA0391_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:35735932-35739802	NM_001256678	KIAA0391	unknown	_MYC_TARGETS_V2	KIAA0391_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:35747758-35814432	NM_001282234	PSMA6	unknown	_MYC_TARGETS_V1	proteasome_subunit_alpha_6_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:35777199-35778201	NM_001282234	PSMA6	unknown	_MYC_TARGETS_V1	proteasome_subunit_alpha_6_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:36334116-36337238	NM_032352	BRMS1L	unknown	_E2F_TARGETS	breast_cancer_metastasis-suppressor_1_like_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:39517855-39524500	NM_006364	SEC23A	hsa_circ_0003374	_E2F_TARGETS	Sec23_homolog_A,_coat_complex_II_component_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr14:39534116-39555110	NM_006364	SEC23A	unknown	_E2F_TARGETS	Sec23_homolog_A,_coat_complex_II_component_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:39782543-39796226	NM_203354	CTAGE5	hsa_circ_0031749	_E2F_TARGETS	NaN	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr1:44149354-44163684	NM_014663	KDM4A	unknown	_E2F_TARGETS	lysine_demethylase_4A_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:44290402-44303983	NM_001270459	ST3GAL3	hsa_circ_0012107	_E2F_TARGETS	ST3_beta-galactoside_alpha-2,3-sialyltransferase_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:44297326-44303983	NM_001270459	ST3GAL3	unknown	_E2F_TARGETS	ST3_beta-galactoside_alpha-2,3-sialyltransferase_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:44323806-44324308	NM_001270459	ST3GAL3	unknown	_E2F_TARGETS	ST3_beta-galactoside_alpha-2,3-sialyltransferase_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:45422825-45431023	NM_017658	KLHL28	unknown	_E2F_TARGETS	kelch_like_family_member_28_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:45686221-45687657	NM_018353	MIS18BP1	unknown	_E2F_TARGETS	MIS18_binding_protein_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:45700343-45706924	NM_018353	MIS18BP1	unknown	_E2F_TARGETS	MIS18_binding_protein_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:44785299-44818597	NM_024066	ERI3	hsa_circ_0012149	_E2F_TARGETS	ERI1_exoribonuclease_family_member_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:50130032-50141172	NM_001197330	POLE2	unknown	_E2F_TARGETS	DNA_polymerase_epsilon_2,_accessory_subunit_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:50262508-50267414	NM_004713	NEMF	unknown	_E2F_TARGETS	nuclear_export_mediator_factor_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:50912796-50941867	NM_006575	MAP4K5	unknown	_E2F_TARGETS	mitogen-activated_protein_kinase_kinase_kinase_kinase_5_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:50919907-50930851	NM_006575	MAP4K5	unknown	_E2F_TARGETS	mitogen-activated_protein_kinase_kinase_kinase_kinase_5_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:50923233-50941867	NM_006575	MAP4K5	unknown	_E2F_TARGETS	mitogen-activated_protein_kinase_kinase_kinase_kinase_5_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:51259429-51273536	NM_020921	NIN	unknown	_KRAS_SIGNALING_UP	ninein_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:52948947-52957723	NM_001160047	TXNDC16	hsa_circ_0031937	_KRAS_SIGNALING_UP	thioredoxin_domain_containing_16_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:53003436-53011089	NM_001160047	TXNDC16	hsa_circ_0031940	_KRAS_SIGNALING_UP	thioredoxin_domain_containing_16_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:53064989-53067059	NM_001099652	GPR137C	hsa_circ_0031941	_KRAS_SIGNALING_UP	G_protein-coupled_receptor_137C_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr1:45340349-45341367	NM_001261418	EIF2B3	hsa_circ_0012185	_KRAS_SIGNALING_UP	eukaryotic_translation_initiation_factor_2B_subunit_gamma_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:53539314-53570574	NM_001160147	DDHD1	hsa_circ_0031976	_KRAS_SIGNALING_UP	DDHD_domain_containing_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:53558502-53570574	NM_001160147	DDHD1	hsa_circ_0031977	_KRAS_SIGNALING_UP	DDHD_domain_containing_1_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr14:55215532-55218255	NM_001161576	SAMD4A	unknown	_KRAS_SIGNALING_UP	sterile_alpha_motif_domain_containing_4A_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:55433192-55434112	NM_001008396	WDHD1	hsa_circ_0006831	_KRAS_SIGNALING_UP	WD_repeat_and_HMG-box_DNA_binding_protein_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:55455745-55458118	NM_001008396	WDHD1	unknown	_KRAS_SIGNALING_UP	WD_repeat_and_HMG-box_DNA_binding_protein_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:56083234-56094746	NM_001079521	KTN1	unknown	_KRAS_SIGNALING_UP	kinectin_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:56114742-56118645	NM_001079521	KTN1	unknown	_KRAS_SIGNALING_UP	kinectin_1_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr14:56119734-56126421	NM_001079521	KTN1	unknown	_KRAS_SIGNALING_UP	kinectin_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:56605618-56611718	NM_021255	PELI2	unknown	_KRAS_SIGNALING_UP	pellino_E3_ubiquitin_protein_ligase_family_member_2_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr14:57052825-57070710	NM_017799	TMEM260	unknown	_KRAS_SIGNALING_UP	transmembrane_protein_260_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:58681922-58690574	NM_018477	ACTR10	unknown	_KRAS_SIGNALING_UP	actin_related_protein_10_homolog_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:58690339-58690574	NM_018477	ACTR10	hsa_circ_0032064	_KRAS_SIGNALING_UP	actin_related_protein_10_homolog_	0	0	6	6	0	0	0	0	6	0	0	0	0	6	0	0
chr14:58718836-58724716	NM_002788	PSMA3	hsa_circ_0032068	_MTORC1_SIGNALING	proteasome_subunit_alpha_3_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:58771661-58796887	NM_002892	ARID4A	unknown	_G2M_CHECKPOINT	AT-rich_interaction_domain_4A_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:58785259-58790335	NM_002892	ARID4A	unknown	_G2M_CHECKPOINT	AT-rich_interaction_domain_4A_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:58785428-58796887	NM_002892	ARID4A	unknown	_G2M_CHECKPOINT	AT-rich_interaction_domain_4A_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:45923235-45940820	NM_007170	TESK2	unknown	_G2M_CHECKPOINT	testis_associated_actin_remodelling_kinase_2_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:46067926-46070688	NM_001195193	NASP	unknown	_G2M_CHECKPOINT	nuclear_autoantigenic_sperm_protein_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:60725681-60726728	NM_177952	PPM1A	unknown	_TGF_BETA_SIGNALING	protein_phosphatase,_Mg2+/Mn2+_dependent_1A_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:60733932-60744083	NM_177952	PPM1A	unknown	_TGF_BETA_SIGNALING	protein_phosphatase,_Mg2+/Mn2+_dependent_1A_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:46093931-46106075	NM_021639	GPBP1L1	hsa_circ_0004111	_TGF_BETA_SIGNALING	GC-rich_promoter_binding_protein_1_like_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr1:46099767-46126049	NM_021639	GPBP1L1	unknown	_TGF_BETA_SIGNALING	GC-rich_promoter_binding_protein_1_like_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr1:46108098-46124814	NM_021639	GPBP1L1	hsa_circ_0002736	_TGF_BETA_SIGNALING	GC-rich_promoter_binding_protein_1_like_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:61278704-61346553	NM_001177963	MNAT1	hsa_circ_0008215	_G2M_CHECKPOINT	MNAT1,_CDK_activating_kinase_assembly_factor_	0	0	7	7	0	0	0	0	7	0	0	0	0	7	0	0
chr14:62244789-62249115	NM_003082	SNAPC1	unknown	_G2M_CHECKPOINT	small_nuclear_RNA_activating_complex_polypeptide_1_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr14:64065473-64066691	NM_001008726	WDR89	hsa_circ_0003051	_G2M_CHECKPOINT	WD_repeat_domain_89_	0	0	6	6	0	0	0	0	6	0	0	0	0	6	0	0
chr14:65898754-65922436	NM_004480	FUT8	hsa_circ_0008468	_GLYCOLYSIS	fucosyltransferase_8_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:65922338-65946502	NM_004480	FUT8	unknown	_GLYCOLYSIS	fucosyltransferase_8_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:66188492-66191041	NM_004480	FUT8	hsa_circ_0007163	_GLYCOLYSIS	fucosyltransferase_8_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr1:46751033-46752171	NM_006369	LRRC41	hsa_circ_0004070	_GLYCOLYSIS	leucine_rich_repeat_containing_41_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:68151731-68159310	NM_001252650	RDH11	hsa_circ_0032277	_MTORC1_SIGNALING	retinol_dehydrogenase_11_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:68151731-68159769	NM_001252650	RDH11	hsa_circ_0032278	_MTORC1_SIGNALING	retinol_dehydrogenase_11_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:68228082-68229536	NM_015346	ZFYVE26	hsa_circ_0000545	_MTORC1_SIGNALING	zinc_finger_FYVE-type_containing_26_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr14:68234420-68236447	NM_015346	ZFYVE26	hsa_circ_0000546	_MTORC1_SIGNALING	zinc_finger_FYVE-type_containing_26_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:68417603-68420994	NM_133510	RAD51B	unknown	_MTORC1_SIGNALING	RAD51_paralog_B_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:68417603-68431832	NM_133510	RAD51B	unknown	_MTORC1_SIGNALING	RAD51_paralog_B_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:68582535-68585196	NM_133510	RAD51B	unknown	_MTORC1_SIGNALING	RAD51_paralog_B_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:69558390-69589077	NM_003861	DCAF5	hsa_circ_0003485	_MTORC1_SIGNALING	DDB1_and_CUL4_associated_factor_5_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:69583082-69589077	NM_003861	DCAF5	hsa_circ_0007392	_MTORC1_SIGNALING	DDB1_and_CUL4_associated_factor_5_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr14:69588933-69616220	NM_003861	DCAF5	unknown	_MTORC1_SIGNALING	DDB1_and_CUL4_associated_factor_5_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:69695532-69697315	NM_001193360	EXD2	hsa_circ_0032336	_MTORC1_SIGNALING	exonuclease_3'-5'_domain_containing_2_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:70170111-70171459	NM_014734	SUSD6	hsa_circ_0032353	_MTORC1_SIGNALING	sushi_domain_containing_6_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:71476350-71502874	NM_014982	PCNX1	hsa_circ_0032422	_MTORC1_SIGNALING	pecanex_homolog_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:71479701-71485879	NM_014982	PCNX1	unknown	_MTORC1_SIGNALING	pecanex_homolog_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:72175938-72176381	NM_015556	SIPA1L1	unknown	_UV_RESPONSE_DN	signal_induced_proliferation_associated_1_like_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:73404678-73408532	NM_001163508	DCAF4	unknown	_UV_RESPONSE_DN	DDB1_and_CUL4_associated_factor_4_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:73448496-73460065	NM_001281735	ZFYVE1	hsa_circ_0032490	_UV_RESPONSE_DN	zinc_finger_FYVE-type_containing_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:73459850-73460065	NM_001281734	ZFYVE1	hsa_circ_0032491	_UV_RESPONSE_DN	zinc_finger_FYVE-type_containing_1_	2	0	2	2	2	2	2	0	2	0	0	0	0	2	0	0
chr14:73544076-73550259	NM_021239	RBM25	hsa_circ_0007053	_UV_RESPONSE_DN	RNA_binding_motif_protein_25_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr14:73614502-73626846	NM_000021	PSEN1	hsa_circ_0007013	_APOPTOSIS	presenilin_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:74370662-74371786	NM_001242924	ZNF410	unknown	_APOPTOSIS	zinc_finger_protein_410_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:74398205-74398815	NM_001242924	ZNF410	hsa_circ_0006218	_APOPTOSIS	zinc_finger_protein_410_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:74471307-74477853	NM_001249	ENTPD5	unknown	_XENOBIOTIC_METABOLISM	ectonucleoside_triphosphate_diphosphohydrolase_5_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:75553720-75555344	NM_033116	NEK9	hsa_circ_0032651	_XENOBIOTIC_METABOLISM	NIMA_related_kinase_9_	0	0	6	6	0	0	0	0	6	0	0	0	0	6	0	0
chr14:75567694-75568468	NM_033116	NEK9	hsa_circ_0000556	_XENOBIOTIC_METABOLISM	NIMA_related_kinase_9_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:75576387-75585638	NM_033116	NEK9	hsa_circ_0032673	_XENOBIOTIC_METABOLISM	NIMA_related_kinase_9_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:76173360-76187046	NM_015072	TTLL5	hsa_circ_0032704	_XENOBIOTIC_METABOLISM	tubulin_tyrosine_ligase_like_5_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:76211437-76219298	NM_015072	TTLL5	hsa_circ_0032718	_XENOBIOTIC_METABOLISM	tubulin_tyrosine_ligase_like_5_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:76330009-76368567	NM_015072	TTLL5	hsa_circ_0007946	_XENOBIOTIC_METABOLISM	tubulin_tyrosine_ligase_like_5_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr14:76633005-76643033	NM_017926	GPATCH2L	unknown	_XENOBIOTIC_METABOLISM	G-patch_domain_containing_2_like_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:76633005-76644385	NM_017926	GPATCH2L	hsa_circ_0005212	_XENOBIOTIC_METABOLISM	G-patch_domain_containing_2_like_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:76638185-76647192	NM_017926	GPATCH2L	hsa_circ_0003819	_XENOBIOTIC_METABOLISM	G-patch_domain_containing_2_like_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:47761436-47767420	NM_001048166	STIL	hsa_circ_0002632	_G2M_CHECKPOINT	STIL,_centriolar_assembly_protein_	0	0	12	12	0	0	0	0	12	0	0	0	0	12	0	0
chr1:47767905-47776034	NM_001048166	STIL	unknown	_G2M_CHECKPOINT	STIL,_centriolar_assembly_protein_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:77818015-77826226	NM_213601	TMED8	unknown	_G2M_CHECKPOINT	transmembrane_p24_trafficking_protein_family_member_8_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:77872255-77873988	NM_001113475	NOXRED1	unknown	_G2M_CHECKPOINT	NADP_dependent_oxidoreductase_domain_containing_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:77917529-77920445	NM_001193314	VIPAS39	hsa_circ_0004433	_G2M_CHECKPOINT	VPS33B_interacting_protein,_apical-basolateral_polarity_regulator,_spe-39_homolog_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:77930940-77934851	NM_012111	AHSA1	hsa_circ_0032777	_G2M_CHECKPOINT	activator_of_HSP90_ATPase_activity_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:78036726-78043258	NM_004863	SPTLC2	hsa_circ_0006706	_G2M_CHECKPOINT	serine_palmitoyltransferase_long_chain_base_subunit_2_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:47834140-47840965	NM_001136140	CMPK1	hsa_circ_0008201	_ADIPOGENESIS	cytidine/uridine_monophosphate_kinase_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:80944596-80997230	NM_152446	CEP128	hsa_circ_0006261	_ADIPOGENESIS	centrosomal_protein_128_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:80963790-80997230	NM_152446	CEP128	unknown	_ADIPOGENESIS	centrosomal_protein_128_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:81651874-81670448	NM_001278940	GTF2A1	hsa_circ_0032829	_ADIPOGENESIS	general_transcription_factor_IIA_subunit_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:81651874-81682858	NM_001278940	GTF2A1	unknown	_ADIPOGENESIS	general_transcription_factor_IIA_subunit_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:81743225-81745131	NM_033104	STON2	unknown	_ADIPOGENESIS	stonin_2_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:48821341-48825442	NM_019073	SPATA6	hsa_circ_0008202	_SPERMATOGENESIS	spermatogenesis_associated_6_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr14:89878277-89878834	NM_005197	FOXN3	hsa_circ_0005987	_G2M_CHECKPOINT	forkhead_box_N3_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr14:90397884-90398971	NM_145231	EFCAB11	hsa_circ_0032891	_G2M_CHECKPOINT	EF-hand_calcium_binding_domain_11_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:91110391-91143004	NM_001010854	TTC7B	hsa_circ_0032926	_G2M_CHECKPOINT	tetratricopeptide_repeat_domain_7B_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:91154285-91156056	NM_001010854	TTC7B	unknown	_G2M_CHECKPOINT	tetratricopeptide_repeat_domain_7B_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:91196418-91211266	NM_001010854	TTC7B	unknown	_G2M_CHECKPOINT	tetratricopeptide_repeat_domain_7B_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:91757338-91760662	NM_001080414	CCDC88C	unknown	_G2M_CHECKPOINT	coiled-coil_domain_containing_88C_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
